Measurement,Base_to_1,Base_to_2,Base_to_4,Bast_to_8,Base_to_Base
1,0.5655 $\pm$ 0.0,0.1102 $\pm$ 0.0467,0.0984 $\pm$ 0.0436,0.1031 $\pm$ 0.0429,1.0 $\pm$ 0.0
2,0.7138 $\pm$ 0.0,0.1488 $\pm$ 0.0552,0.1292 $\pm$ 0.0518,0.1364 $\pm$ 0.0495,1.0 $\pm$ 0.0
3,0.7138 $\pm$ 0.0,0.1488 $\pm$ 0.0552,0.1292 $\pm$ 0.0518,0.1364 $\pm$ 0.0495,1.0 $\pm$ 0.0
4,0.7853 $\pm$ 0.0,0.1709 $\pm$ 0.0592,0.1462 $\pm$ 0.0555,0.155 $\pm$ 0.0528,1.0 $\pm$ 0.0
5,0.7138 $\pm$ 0.0,0.1488 $\pm$ 0.0552,0.1292 $\pm$ 0.0518,0.1364 $\pm$ 0.0495,1.0 $\pm$ 0.0
6,0.4043 $\pm$ 0.0,0.0749 $\pm$ 0.0362,0.0686 $\pm$ 0.0334,0.0717 $\pm$ 0.0346,1.0 $\pm$ 0.0
7,0.8395 $\pm$ 0.0,0.224 $\pm$ 0.0608,0.177 $\pm$ 0.0604,0.188 $\pm$ 0.0571,1.0 $\pm$ 0.0
8,0.9118 $\pm$ 0.0,0.2613 $\pm$ 0.0682,0.2052 $\pm$ 0.0662,0.2179 $\pm$ 0.0644,1.0 $\pm$ 0.0
9,0.7273 $\pm$ 0.0,0.1765 $\pm$ 0.0523,0.141 $\pm$ 0.0522,0.1505 $\pm$ 0.0497,1.0 $\pm$ 0.0
10,0.534 $\pm$ 0.0,0.1376 $\pm$ 0.0397,0.112 $\pm$ 0.0389,0.1174 $\pm$ 0.0355,0.684 $\pm$ 0.0
11,0.9118 $\pm$ 0.0,0.2613 $\pm$ 0.0682,0.2052 $\pm$ 0.0662,0.2179 $\pm$ 0.0644,1.0 $\pm$ 0.0
12,4.2778 $\pm$ 0.0,1.0364 $\pm$ 0.4138,0.9384 $\pm$ 0.3946,0.9439 $\pm$ 0.3254,5.8889 $\pm$ 0.0
13,15.1111 $\pm$ 0.0,4.4792 $\pm$ 1.2167,3.5398 $\pm$ 1.2077,3.7595 $\pm$ 1.1426,16.0 $\pm$ 0.0
14,0.2377 $\pm$ 0.0,0.0518 $\pm$ 0.0207,0.0469 $\pm$ 0.0197,0.0472 $\pm$ 0.0163,0.3681 $\pm$ 0.0
31,0.1475 $\pm$ 0.0,0.0242 $\pm$ 0.0084,0.0188 $\pm$ 0.0075,0.0214 $\pm$ 0.0093,0.2204 $\pm$ 0.0
32,0.9138 $\pm$ 0.0,-0.6795 $\pm$ 0.8653,-0.4591 $\pm$ 0.5335,-0.5455 $\pm$ 0.9028,1.1466 $\pm$ 0.0
33,0.7138 $\pm$ 0.0,0.1513 $\pm$ 0.0556,0.1307 $\pm$ 0.0518,0.1374 $\pm$ 0.0495,1.0 $\pm$ 0.0
34,2.6544 $\pm$ 0.0,0.4832 $\pm$ 0.1686,0.3755 $\pm$ 0.1492,0.4289 $\pm$ 0.1851,3.527 $\pm$ 0.0
35,7.0131 $\pm$ 0.0,1.4902 $\pm$ 0.7738,1.4069 $\pm$ 0.7279,1.4224 $\pm$ 0.6979,12.8259 $\pm$ 0.0
36,0.5215 $\pm$ 0.0,0.095 $\pm$ 0.0461,0.0871 $\pm$ 0.0426,0.09 $\pm$ 0.043,1.0 $\pm$ 0.0
37,0.4275 $\pm$ 0.0,-0.0096 $\pm$ 0.0637,0.0161 $\pm$ 0.0566,0.0117 $\pm$ 0.0739,1.0 $\pm$ 0.0
38,0.7138 $\pm$ 0.0,0.1513 $\pm$ 0.0556,0.1307 $\pm$ 0.0518,0.1374 $\pm$ 0.0495,1.0 $\pm$ 0.0
