Measurement,Base_to_1,Base_to_2,Base_to_4,Bast_to_8,Base_to_Base
14,0.2368 $\pm$ 0.0,0.042 $\pm$ 0.0127,0.0394 $\pm$ 0.013,0.0471 $\pm$ 0.017,0.3016 $\pm$ 0.0
31,0.1498 $\pm$ 0.0,0.0404 $\pm$ 0.0086,0.0433 $\pm$ 0.0129,0.0675 $\pm$ 0.0233,0.2397 $\pm$ 0.0
32,1.2338 $\pm$ 0.0,0.067 $\pm$ 0.4736,0.0487 $\pm$ 0.4691,0.2862 $\pm$ 0.5771,1.61 $\pm$ 0.0
33,0.7577 $\pm$ 0.0,0.1835 $\pm$ 0.0396,0.187 $\pm$ 0.0553,0.2583 $\pm$ 0.0762,1.0 $\pm$ 0.0
34,3.8936 $\pm$ 0.0,1.3048 $\pm$ 0.269,1.3853 $\pm$ 0.4238,2.2483 $\pm$ 0.8047,6.2322 $\pm$ 0.0
35,12.3717 $\pm$ 0.0,2.4656 $\pm$ 0.7783,2.4677 $\pm$ 1.0447,4.7683 $\pm$ 1.9094,22.0886 $\pm$ 0.0
36,0.5832 $\pm$ 0.0,0.1052 $\pm$ 0.028,0.1101 $\pm$ 0.0434,0.2012 $\pm$ 0.0766,1.0 $\pm$ 0.0
37,0.5153 $\pm$ 0.0,0.0142 $\pm$ 0.0379,0.0195 $\pm$ 0.0571,0.1412 $\pm$ 0.0896,1.0 $\pm$ 0.0
38,0.7577 $\pm$ 0.0,0.1835 $\pm$ 0.0396,0.187 $\pm$ 0.0553,0.2583 $\pm$ 0.0762,1.0 $\pm$ 0.0
39,0.5153 $\pm$ 0.0,0.0142 $\pm$ 0.0379,0.0195 $\pm$ 0.0571,0.1412 $\pm$ 0.0896,1.0 $\pm$ 0.0
40,0.5251 $\pm$ 0.0,0.1487 $\pm$ 0.0385,0.1529 $\pm$ 0.0513,0.1984 $\pm$ 0.0558,0.6276 $\pm$ 0.0
41,0.7577 $\pm$ 0.0,0.1869 $\pm$ 0.0396,0.1908 $\pm$ 0.056,0.2623 $\pm$ 0.0765,1.0 $\pm$ 0.0
42,0.7577 $\pm$ 0.0,0.1869 $\pm$ 0.0396,0.1908 $\pm$ 0.056,0.2623 $\pm$ 0.0765,1.0 $\pm$ 0.0
43,1.5153 $\pm$ 0.0,0.3738 $\pm$ 0.0792,0.3815 $\pm$ 0.1119,0.5246 $\pm$ 0.1529,2.0 $\pm$ 0.0
44,2.4041 $\pm$ 0.0,0.6436 $\pm$ 0.1481,0.674 $\pm$ 0.2315,1.1017 $\pm$ 0.3659,3.8501 $\pm$ 0.0
45,0.7577 $\pm$ 0.0,0.2132 $\pm$ 0.0459,0.2154 $\pm$ 0.0629,0.2875 $\pm$ 0.0792,1.0 $\pm$ 0.0
46,0.7577 $\pm$ 0.0,0.1627 $\pm$ 0.0361,0.1675 $\pm$ 0.051,0.2382 $\pm$ 0.0751,1.0 $\pm$ 0.0
47,-2.4836 $\pm$ 0.0,-1.1137 $\pm$ 0.2027,-1.0491 $\pm$ 0.3676,-1.0249 $\pm$ 0.379,-2.1842 $\pm$ 0.0
48,0.6615 $\pm$ 0.0,0.1663 $\pm$ 0.0434,0.1709 $\pm$ 0.0582,0.2555 $\pm$ 0.0755,1.0 $\pm$ 0.0
49,0.8308 $\pm$ 0.0,0.2509 $\pm$ 0.0475,0.2547 $\pm$ 0.0632,0.3064 $\pm$ 0.0807,1.0 $\pm$ 0.0
50,0.2636 $\pm$ 0.0,0.0876 $\pm$ 0.0171,0.0929 $\pm$ 0.0167,0.1031 $\pm$ 0.0235,0.2928 $\pm$ 0.0
51,11.7409 $\pm$ 0.0,2.2793 $\pm$ 0.7245,2.4677 $\pm$ 1.2564,5.8179 $\pm$ 2.6068,26.0 $\pm$ 0.0
52,0.5463 $\pm$ 0.0,0.1334 $\pm$ 0.0293,0.1364 $\pm$ 0.0401,0.1857 $\pm$ 0.0543,0.7071 $\pm$ 0.0
53,0.1569 $\pm$ 0.0,0.0395 $\pm$ 0.0082,0.0403 $\pm$ 0.0105,0.0494 $\pm$ 0.0138,0.1925 $\pm$ 0.0
54,0.6615 $\pm$ 0.0,0.143 $\pm$ 0.0348,0.1482 $\pm$ 0.0492,0.2286 $\pm$ 0.0728,1.0 $\pm$ 0.0
55,0.8815 $\pm$ 0.0,0.2277 $\pm$ 0.0585,0.2301 $\pm$ 0.0758,0.2893 $\pm$ 0.0793,1.0 $\pm$ 0.0
56,1368421061.0351 $\pm$ 0.0,2.4176 $\pm$ 0.5634,213333335.8031 $\pm$ 1168474788.9228,3380745106.2553 $\pm$ 3051620888.5801,26000000000.0 $\pm$ 0.0
57,0.686 $\pm$ 0.0,0.1618 $\pm$ 0.0355,0.1665 $\pm$ 0.0507,0.2415 $\pm$ 0.0737,1.0 $\pm$ 0.0
58,12579057477.0158 $\pm$ 0.0,0.2379 $\pm$ 0.0643,692964645.8034 $\pm$ 3795523679.2484,12471870179.4657 $\pm$ 11084808758.6635,187494945453.5698 $\pm$ 0.0
59,1.3896 $\pm$ 0.0,0.578 $\pm$ 0.1148,0.5939 $\pm$ 0.1071,0.6632 $\pm$ 0.1617,1.6113 $\pm$ 0.0
60,0.686 $\pm$ 0.0,0.1618 $\pm$ 0.0355,0.1665 $\pm$ 0.0507,0.2415 $\pm$ 0.0737,1.0 $\pm$ 0.0
61,0.9295 $\pm$ 0.0,0.253 $\pm$ 0.064,0.2553 $\pm$ 0.0811,0.3062 $\pm$ 0.0817,1.0 $\pm$ 0.0
63,0.7062 $\pm$ 0.0,0.1646 $\pm$ 0.0456,0.1682 $\pm$ 0.062,0.2436 $\pm$ 0.0731,1.0 $\pm$ 0.0
64,684210527.9605 $\pm$ 0.0,0.2378 $\pm$ 0.0792,16666666.9163 $\pm$ 91287092.8814,292911092.051 $\pm$ 260444071.1123,7842105263.1579 $\pm$ 0.0
65,0.6201 $\pm$ 0.0,0.1273 $\pm$ 0.0303,0.1317 $\pm$ 0.0451,0.2148 $\pm$ 0.0748,1.0 $\pm$ 0.0
66,0.1313 $\pm$ 0.0,0.0228 $\pm$ 0.0069,0.0224 $\pm$ 0.0077,0.0303 $\pm$ 0.0106,0.1961 $\pm$ 0.0
67,0.7733 $\pm$ 0.0,0.2284 $\pm$ 0.0452,0.2342 $\pm$ 0.0554,0.2815 $\pm$ 0.0741,1.0 $\pm$ 0.0
68,0.6758 $\pm$ 0.0,0.1332 $\pm$ 0.0405,0.1278 $\pm$ 0.0422,0.1563 $\pm$ 0.053,0.7845 $\pm$ 0.0
69,0.5153 $\pm$ 0.0,0.0537 $\pm$ 0.0256,0.0591 $\pm$ 0.0434,0.1701 $\pm$ 0.0825,1.0 $\pm$ 0.0
70,0.1721 $\pm$ 0.0,0.0151 $\pm$ 0.0072,0.0145 $\pm$ 0.0086,0.0275 $\pm$ 0.013,0.3016 $\pm$ 0.0
71,0.8172 $\pm$ 0.0,0.2314 $\pm$ 0.0451,0.2344 $\pm$ 0.0619,0.288 $\pm$ 0.0762,1.0 $\pm$ 0.0
72,0.6343 $\pm$ 0.0,0.1032 $\pm$ 0.0411,0.1068 $\pm$ 0.0553,0.1925 $\pm$ 0.073,1.0 $\pm$ 0.0
73,0.3002 $\pm$ 0.0,0.0936 $\pm$ 0.0278,0.0951 $\pm$ 0.0371,0.1155 $\pm$ 0.049,0.1466 $\pm$ 0.0
74,4.3991 $\pm$ 0.0,1.2696 $\pm$ 0.2746,1.3555 $\pm$ 0.4741,2.3713 $\pm$ 0.8991,7.6134 $\pm$ 0.0
75,8894736852.2678 $\pm$ 0.0,2.6793 $\pm$ 0.777,946296298.8901 $\pm$ 3603692447.8142,10728620454.9475 $\pm$ 8830262530.1448,132578947368.4211 $\pm$ 0.0
76,8894736852.2678 $\pm$ 0.0,2.6793 $\pm$ 0.777,946296298.8901 $\pm$ 3603692447.8142,10728620454.9475 $\pm$ 8830262530.1448,132578947368.4211 $\pm$ 0.0
