Measurement,Base_to_1,Base_to_2,Base_to_4,Bast_to_8,Base_to_Base
45,0.0 $\pm$ 0.0,0.1496 $\pm$ 0.037,0.1355 $\pm$ 0.0443,0.1478 $\pm$ 0.0456,1.0 $\pm$ 0.0
46,0.0 $\pm$ 0.0,0.1056 $\pm$ 0.027,0.0907 $\pm$ 0.0295,0.0981 $\pm$ 0.0342,1.0 $\pm$ 0.0
47,-0.975 $\pm$ 0.0,-1.083 $\pm$ 0.3173,-1.0058 $\pm$ 0.4295,-1.2167 $\pm$ 0.3902,-2.5 $\pm$ 0.0
48,-0.0449 $\pm$ 0.0,0.12 $\pm$ 0.0347,0.1119 $\pm$ 0.0371,0.1201 $\pm$ 0.0402,1.0 $\pm$ 0.0
49,0.0894 $\pm$ 0.0,0.1972 $\pm$ 0.043,0.1637 $\pm$ 0.0536,0.1746 $\pm$ 0.0509,1.0 $\pm$ 0.0
50,0.0269 $\pm$ 0.0,0.0571 $\pm$ 0.0191,0.0422 $\pm$ 0.0152,0.0408 $\pm$ 0.0146,0.2627 $\pm$ 0.0
51,0.2131 $\pm$ 0.0,2.362 $\pm$ 1.0333,2.1111 $\pm$ 0.8007,2.5644 $\pm$ 1.2416,38.0 $\pm$ 0.0
52,0.0275 $\pm$ 0.0,0.0908 $\pm$ 0.0228,0.0808 $\pm$ 0.0265,0.0856 $\pm$ 0.0288,0.7071 $\pm$ 0.0
53,0.0101 $\pm$ 0.0,0.023 $\pm$ 0.0051,0.0197 $\pm$ 0.0063,0.02 $\pm$ 0.0061,0.1601 $\pm$ 0.0
54,-0.0278 $\pm$ 0.0,0.0975 $\pm$ 0.0286,0.0875 $\pm$ 0.029,0.0943 $\pm$ 0.034,1.0 $\pm$ 0.0
55,-0.2 $\pm$ 0.0,0.1645 $\pm$ 0.0508,0.1525 $\pm$ 0.0489,0.1621 $\pm$ 0.0503,1.0 $\pm$ 0.0
56,0.5537 $\pm$ 0.0,302573205.0158 $\pm$ 925099232.9822,1.6376 $\pm$ 0.4864,1.9592 $\pm$ 1.1291,38000000000.0 $\pm$ 0.0
57,0.0 $\pm$ 0.0,0.1132 $\pm$ 0.0285,0.0992 $\pm$ 0.0318,0.1074 $\pm$ 0.0359,1.0 $\pm$ 0.0
58,-0.0397 $\pm$ 0.0,418996322.0239 $\pm$ 1281117980.3823,0.1434 $\pm$ 0.0485,0.1598 $\pm$ 0.0688,331633080376.4907 $\pm$ 0.0
59,0.0871 $\pm$ 0.0,0.4171 $\pm$ 0.5204,0.2087 $\pm$ 0.0933,0.1743 $\pm$ 0.0945,2.7735 $\pm$ 0.0
60,0.0 $\pm$ 0.0,0.1132 $\pm$ 0.0285,0.0992 $\pm$ 0.0318,0.1074 $\pm$ 0.0359,1.0 $\pm$ 0.0
61,-0.2 $\pm$ 0.0,0.1852 $\pm$ 0.0533,0.1695 $\pm$ 0.054,0.1793 $\pm$ 0.0539,1.0 $\pm$ 0.0
63,-0.2 $\pm$ 0.0,0.1173 $\pm$ 0.0436,0.1113 $\pm$ 0.0371,0.1206 $\pm$ 0.0416,1.0 $\pm$ 0.0
64,0.0 $\pm$ 0.0,6298062.8261 $\pm$ 19224650.5263,0.1192 $\pm$ 0.0436,0.1387 $\pm$ 0.0721,8166666666.6667 $\pm$ 0.0
65,0.0 $\pm$ 0.0,0.0828 $\pm$ 0.0236,0.0722 $\pm$ 0.0241,0.0791 $\pm$ 0.0288,1.0 $\pm$ 0.0
66,-0.0029 $\pm$ 0.0,0.0112 $\pm$ 0.0038,0.0109 $\pm$ 0.0045,0.0114 $\pm$ 0.0039,0.1624 $\pm$ 0.0
67,0.0926 $\pm$ 0.0,0.2012 $\pm$ 0.0435,0.1648 $\pm$ 0.0543,0.1726 $\pm$ 0.0533,1.0 $\pm$ 0.0
68,-0.0194 $\pm$ 0.0,0.0605 $\pm$ 0.0203,0.0597 $\pm$ 0.025,0.063 $\pm$ 0.0211,0.6496 $\pm$ 0.0
69,0.0 $\pm$ 0.0,0.0312 $\pm$ 0.0214,0.0272 $\pm$ 0.0126,0.035 $\pm$ 0.0198,1.0 $\pm$ 0.0
70,0.0 $\pm$ 0.0,0.0043 $\pm$ 0.0028,0.0047 $\pm$ 0.0026,0.0051 $\pm$ 0.0022,0.2149 $\pm$ 0.0
71,0.0 $\pm$ 0.0,0.1754 $\pm$ 0.0381,0.1507 $\pm$ 0.0469,0.1609 $\pm$ 0.0479,1.0 $\pm$ 0.0
72,-0.2 $\pm$ 0.0,0.0549 $\pm$ 0.0455,0.0588 $\pm$ 0.0305,0.0622 $\pm$ 0.0369,1.0 $\pm$ 0.0
73,0.019 $\pm$ 0.0,0.0536 $\pm$ 0.0152,0.0597 $\pm$ 0.0229,0.0674 $\pm$ 0.031,0.0745 $\pm$ 0.0
74,-0.2684 $\pm$ 0.0,1.1569 $\pm$ 0.8696,0.8171 $\pm$ 0.2535,0.9087 $\pm$ 0.4163,9.9811 $\pm$ 0.0
75,0.0 $\pm$ 0.0,296275142.4737 $\pm$ 905887211.1638,2.0631 $\pm$ 0.7877,527482271.4882 $\pm$ 2054312644.521,234500000000.0 $\pm$ 0.0
76,0.0 $\pm$ 0.0,296275142.4737 $\pm$ 905887211.1638,2.0631 $\pm$ 0.7877,527482271.4882 $\pm$ 2054312644.521,234500000000.0 $\pm$ 0.0
