Measurement,Base_to_1,Base_to_2,Base_to_4,Bast_to_8,Base_to_Base
52,0.5424 $\pm$ 0.0,0.2135 $\pm$ 0.0345,0.2083 $\pm$ 0.0494,0.2349 $\pm$ 0.0566,0.7071 $\pm$ 0.0
53,0.1563 $\pm$ 0.0,0.0644 $\pm$ 0.0113,0.0626 $\pm$ 0.0138,0.0717 $\pm$ 0.0157,0.2085 $\pm$ 0.0
54,0.6596 $\pm$ 0.0,0.2645 $\pm$ 0.0423,0.2688 $\pm$ 0.0712,0.3034 $\pm$ 0.0843,1.0 $\pm$ 0.0
55,0.8811 $\pm$ 0.0,0.3467 $\pm$ 0.055,0.3253 $\pm$ 0.0735,0.3668 $\pm$ 0.0776,1.0 $\pm$ 0.0
56,2000000007.9103 $\pm$ 0.0,2988934203.4409 $\pm$ 1191447574.5077,4393337451.0058 $\pm$ 2157799066.7115,5084605299.4054 $\pm$ 2349048587.656,22000000000.0 $\pm$ 0.0
57,0.6821 $\pm$ 0.0,0.282 $\pm$ 0.0449,0.2801 $\pm$ 0.07,0.3209 $\pm$ 0.081,1.0 $\pm$ 0.0
58,2719641467.2116 $\pm$ 0.0,6217961083.9502 $\pm$ 4355118043.7784,12729312755.4545 $\pm$ 9946438314.355,15684622065.9168 $\pm$ 11312178938.6418,133371217497.6473 $\pm$ 0.0
59,2.1049 $\pm$ 0.0,1.5787 $\pm$ 0.227,1.4865 $\pm$ 0.1274,1.5641 $\pm$ 0.1253,2.0714 $\pm$ 0.0
60,0.6821 $\pm$ 0.0,0.282 $\pm$ 0.0449,0.2801 $\pm$ 0.07,0.3209 $\pm$ 0.081,1.0 $\pm$ 0.0
61,0.9276 $\pm$ 0.0,0.3686 $\pm$ 0.0599,0.3412 $\pm$ 0.0764,0.388 $\pm$ 0.0773,1.0 $\pm$ 0.0
63,0.7127 $\pm$ 0.0,0.2894 $\pm$ 0.0435,0.2859 $\pm$ 0.0697,0.3209 $\pm$ 0.0804,1.0 $\pm$ 0.0
64,76923078.2821 $\pm$ 0.0,184038529.6611 $\pm$ 132337915.7425,416300544.223 $\pm$ 329585943.1327,523491698.7608 $\pm$ 418115545.3649,6769230769.2308 $\pm$ 0.0
65,0.603 $\pm$ 0.0,0.2508 $\pm$ 0.0439,0.2604 $\pm$ 0.0724,0.2985 $\pm$ 0.0854,1.0 $\pm$ 0.0
66,0.1115 $\pm$ 0.0,0.0318 $\pm$ 0.0091,0.031 $\pm$ 0.0106,0.0368 $\pm$ 0.0128,0.1949 $\pm$ 0.0
67,0.7751 $\pm$ 0.0,0.3167 $\pm$ 0.0448,0.2961 $\pm$ 0.0672,0.3443 $\pm$ 0.0756,1.0 $\pm$ 0.0
68,0.5967 $\pm$ 0.0,0.1678 $\pm$ 0.0505,0.1556 $\pm$ 0.0535,0.1851 $\pm$ 0.0559,0.7794 $\pm$ 0.0
69,0.4811 $\pm$ 0.0,0.1983 $\pm$ 0.0466,0.2268 $\pm$ 0.0769,0.2514 $\pm$ 0.095,1.0 $\pm$ 0.0
70,0.1243 $\pm$ 0.0,0.0281 $\pm$ 0.0127,0.0306 $\pm$ 0.0132,0.0345 $\pm$ 0.0174,0.3077 $\pm$ 0.0
71,0.8165 $\pm$ 0.0,0.3392 $\pm$ 0.0562,0.317 $\pm$ 0.0708,0.3686 $\pm$ 0.0747,1.0 $\pm$ 0.0
72,0.6331 $\pm$ 0.0,0.2294 $\pm$ 0.0434,0.2437 $\pm$ 0.0756,0.2705 $\pm$ 0.0928,1.0 $\pm$ 0.0
73,0.274 $\pm$ 0.0,0.0917 $\pm$ 0.0363,0.0652 $\pm$ 0.0341,0.0811 $\pm$ 0.0312,0.2435 $\pm$ 0.0
74,5.949 $\pm$ 0.0,3.4844 $\pm$ 0.4151,3.4077 $\pm$ 0.5864,3.6385 $\pm$ 0.6192,7.5934 $\pm$ 0.0
75,1923076933.2502 $\pm$ 0.0,4396762449.5875 $\pm$ 3079533500.8791,9000983370.121 $\pm$ 7033193980.4025,11090702624.0371 $\pm$ 7998918437.3048,94307692307.6923 $\pm$ 0.0
76,1923076933.2502 $\pm$ 0.0,4396762449.5875 $\pm$ 3079533500.8791,9000983370.121 $\pm$ 7033193980.4025,11090702624.0371 $\pm$ 7998918437.3048,94307692307.6923 $\pm$ 0.0
