Measurement,Base_to_1,Base_to_2,Base_to_4,Bast_to_8,Base_to_Base
41,0.1295 $\pm$ 0.0,0.1249 $\pm$ 0.0492,0.1427 $\pm$ 0.034,0.1625 $\pm$ 0.0343,1.0 $\pm$ 0.0
42,0.1295 $\pm$ 0.0,0.1249 $\pm$ 0.0492,0.1427 $\pm$ 0.034,0.1625 $\pm$ 0.0343,1.0 $\pm$ 0.0
43,0.2591 $\pm$ 0.0,0.2497 $\pm$ 0.0984,0.2853 $\pm$ 0.068,0.3251 $\pm$ 0.0687,2.0 $\pm$ 0.0
44,0.4253 $\pm$ 0.0,0.4544 $\pm$ 0.2015,0.5336 $\pm$ 0.1253,0.6952 $\pm$ 0.1459,3.8501 $\pm$ 0.0
45,0.1466 $\pm$ 0.0,0.1481 $\pm$ 0.0581,0.1686 $\pm$ 0.0447,0.1846 $\pm$ 0.0399,1.0 $\pm$ 0.0
46,0.1125 $\pm$ 0.0,0.1028 $\pm$ 0.0434,0.1182 $\pm$ 0.0254,0.1418 $\pm$ 0.0314,1.0 $\pm$ 0.0
47,-1.0032 $\pm$ 0.0,-0.8668 $\pm$ 0.337,-0.888 $\pm$ 0.2695,-0.7662 $\pm$ 0.2979,-2.1842 $\pm$ 0.0
48,0.108 $\pm$ 0.0,0.1196 $\pm$ 0.0527,0.1387 $\pm$ 0.0398,0.1614 $\pm$ 0.0335,1.0 $\pm$ 0.0
49,0.1729 $\pm$ 0.0,0.1665 $\pm$ 0.0591,0.1902 $\pm$ 0.0414,0.1949 $\pm$ 0.041,1.0 $\pm$ 0.0
50,0.0403 $\pm$ 0.0,0.0491 $\pm$ 0.021,0.0636 $\pm$ 0.0118,0.0642 $\pm$ 0.0113,0.2928 $\pm$ 0.0
51,1.4028 $\pm$ 0.0,1.6672 $\pm$ 0.8348,1.9194 $\pm$ 0.6926,3.1758 $\pm$ 0.9867,26.0 $\pm$ 0.0
52,0.0835 $\pm$ 0.0,0.0879 $\pm$ 0.0363,0.1014 $\pm$ 0.0223,0.1158 $\pm$ 0.0233,0.7071 $\pm$ 0.0
53,0.0236 $\pm$ 0.0,0.0246 $\pm$ 0.0092,0.0282 $\pm$ 0.0061,0.03 $\pm$ 0.0061,0.1925 $\pm$ 0.0
54,0.0909 $\pm$ 0.0,0.0947 $\pm$ 0.0414,0.1101 $\pm$ 0.0271,0.1363 $\pm$ 0.0288,1.0 $\pm$ 0.0
55,0.1518 $\pm$ 0.0,0.1523 $\pm$ 0.0679,0.1829 $\pm$ 0.0487,0.2002 $\pm$ 0.0428,1.0 $\pm$ 0.0
56,1.0814 $\pm$ 0.0,1.3808 $\pm$ 0.7032,1.9595 $\pm$ 0.533,1375848083.4666 $\pm$ 1143738920.5071,26000000000.0 $\pm$ 0.0
57,0.1099 $\pm$ 0.0,0.107 $\pm$ 0.043,0.1228 $\pm$ 0.0283,0.1455 $\pm$ 0.0304,1.0 $\pm$ 0.0
58,0.1426 $\pm$ 0.0,0.1555 $\pm$ 0.0703,0.184 $\pm$ 0.064,3676310125.6441 $\pm$ 3056494053.0839,187494945453.5698 $\pm$ 0.0
59,0.1578 $\pm$ 0.0,0.2538 $\pm$ 0.2175,0.4566 $\pm$ 0.0907,0.4808 $\pm$ 0.0819,1.6113 $\pm$ 0.0
60,0.1099 $\pm$ 0.0,0.107 $\pm$ 0.043,0.1228 $\pm$ 0.0283,0.1455 $\pm$ 0.0304,1.0 $\pm$ 0.0
61,0.1707 $\pm$ 0.0,0.1691 $\pm$ 0.0727,0.202 $\pm$ 0.0535,0.2162 $\pm$ 0.0475,1.0 $\pm$ 0.0
63,0.1089 $\pm$ 0.0,0.1105 $\pm$ 0.0541,0.1347 $\pm$ 0.0394,0.1581 $\pm$ 0.0322,1.0 $\pm$ 0.0
64,0.1374 $\pm$ 0.0,0.1438 $\pm$ 0.0697,0.1737 $\pm$ 0.1193,76076172.4283 $\pm$ 63286630.8341,7842105263.1579 $\pm$ 0.0
65,0.0861 $\pm$ 0.0,0.082 $\pm$ 0.0346,0.0935 $\pm$ 0.0233,0.1214 $\pm$ 0.029,1.0 $\pm$ 0.0
66,0.0149 $\pm$ 0.0,0.0147 $\pm$ 0.0069,0.0165 $\pm$ 0.0052,0.0175 $\pm$ 0.0044,0.1961 $\pm$ 0.0
67,0.1407 $\pm$ 0.0,0.1478 $\pm$ 0.0559,0.1732 $\pm$ 0.0351,0.1803 $\pm$ 0.0354,1.0 $\pm$ 0.0
68,0.0891 $\pm$ 0.0,0.0844 $\pm$ 0.0392,0.0958 $\pm$ 0.0287,0.0968 $\pm$ 0.0247,0.7845 $\pm$ 0.0
69,0.0281 $\pm$ 0.0,0.0352 $\pm$ 0.0212,0.0376 $\pm$ 0.0226,0.0782 $\pm$ 0.0311,1.0 $\pm$ 0.0
70,0.0065 $\pm$ 0.0,0.008 $\pm$ 0.0053,0.0088 $\pm$ 0.0053,0.0112 $\pm$ 0.0035,0.3016 $\pm$ 0.0
71,0.1608 $\pm$ 0.0,0.1507 $\pm$ 0.0562,0.1745 $\pm$ 0.0377,0.1856 $\pm$ 0.0374,1.0 $\pm$ 0.0
72,0.0663 $\pm$ 0.0,0.0624 $\pm$ 0.0444,0.0799 $\pm$ 0.0276,0.1153 $\pm$ 0.0273,1.0 $\pm$ 0.0
73,0.0634 $\pm$ 0.0,0.067 $\pm$ 0.0329,0.075 $\pm$ 0.0285,0.0697 $\pm$ 0.0283,0.1466 $\pm$ 0.0
74,0.6232 $\pm$ 0.0,0.7587 $\pm$ 0.399,1.0492 $\pm$ 0.2041,1.5481 $\pm$ 0.3026,7.6134 $\pm$ 0.0
75,1.3691 $\pm$ 0.0,296363637.9598 $\pm$ 1131684661.9173,1091666668.7059 $\pm$ 4201027857.063,2782550357.1016 $\pm$ 2165997110.943,132578947368.4211 $\pm$ 0.0
76,1.3691 $\pm$ 0.0,296363637.9598 $\pm$ 1131684661.9173,1091666668.7059 $\pm$ 4201027857.063,2782550357.1016 $\pm$ 2165997110.943,132578947368.4211 $\pm$ 0.0
