Measurement,Base_to_1,Base_to_2,Base_to_4,Bast_to_8,Base_to_Base
44,0.2905 $\pm$ 0.0,0.7675 $\pm$ 0.2753,1.1306 $\pm$ 0.299,1.2181 $\pm$ 0.483,4.8666 $\pm$ 0.0
45,0.1029 $\pm$ 0.0,0.1922 $\pm$ 0.0629,0.2454 $\pm$ 0.0624,0.2488 $\pm$ 0.0666,1.0 $\pm$ 0.0
46,0.0456 $\pm$ 0.0,0.1299 $\pm$ 0.044,0.1828 $\pm$ 0.0489,0.1968 $\pm$ 0.0745,1.0 $\pm$ 0.0
47,-0.4742 $\pm$ 0.0,-1.1482 $\pm$ 0.4247,-1.155 $\pm$ 0.485,-1.132 $\pm$ 0.5032,-3.0 $\pm$ 0.0
48,0.0739 $\pm$ 0.0,0.1655 $\pm$ 0.0565,0.2239 $\pm$ 0.0583,0.2281 $\pm$ 0.0672,1.0 $\pm$ 0.0
49,0.1341 $\pm$ 0.0,0.2109 $\pm$ 0.0619,0.2485 $\pm$ 0.0591,0.2551 $\pm$ 0.0647,1.0 $\pm$ 0.0
50,0.053 $\pm$ 0.0,0.0582 $\pm$ 0.0164,0.067 $\pm$ 0.0113,0.0731 $\pm$ 0.0264,0.2481 $\pm$ 0.0
51,0.5934 $\pm$ 0.0,3.4121 $\pm$ 1.7961,6.2343 $\pm$ 2.1149,7.3227 $\pm$ 4.1731,38.0 $\pm$ 0.0
52,0.0453 $\pm$ 0.0,0.1138 $\pm$ 0.036,0.1543 $\pm$ 0.0392,0.1597 $\pm$ 0.0489,0.7071 $\pm$ 0.0
53,0.0137 $\pm$ 0.0,0.0266 $\pm$ 0.008,0.0335 $\pm$ 0.0082,0.0343 $\pm$ 0.0095,0.1601 $\pm$ 0.0
54,0.0468 $\pm$ 0.0,0.1282 $\pm$ 0.044,0.1861 $\pm$ 0.0494,0.1974 $\pm$ 0.0728,1.0 $\pm$ 0.0
55,0.1149 $\pm$ 0.0,0.209 $\pm$ 0.0685,0.2584 $\pm$ 0.0634,0.2579 $\pm$ 0.0635,1.0 $\pm$ 0.0
56,1.6324 $\pm$ 0.0,237012989.969 $\pm$ 902594583.4576,826344009.8686 $\pm$ 1524840666.2033,3314491413.182 $\pm$ 4557675628.696,38000000000.0 $\pm$ 0.0
57,0.0602 $\pm$ 0.0,0.1397 $\pm$ 0.046,0.1948 $\pm$ 0.0504,0.2055 $\pm$ 0.0716,1.0 $\pm$ 0.0
58,0.0687 $\pm$ 0.0,644048774.078 $\pm$ 2452903738.1843,2243224898.0535 $\pm$ 4139541136.9796,14897734826.201 $\pm$ 23767650538.7172,386282333036.7654 $\pm$ 0.0
59,0.4471 $\pm$ 0.0,0.4737 $\pm$ 0.1667,0.5786 $\pm$ 0.1507,0.7611 $\pm$ 0.5636,2.3356 $\pm$ 0.0
60,0.0602 $\pm$ 0.0,0.1397 $\pm$ 0.046,0.1948 $\pm$ 0.0504,0.2055 $\pm$ 0.0716,1.0 $\pm$ 0.0
61,0.1318 $\pm$ 0.0,0.2284 $\pm$ 0.0741,0.2731 $\pm$ 0.0669,0.2722 $\pm$ 0.0633,1.0 $\pm$ 0.0
63,0.081 $\pm$ 0.0,0.1602 $\pm$ 0.0565,0.2189 $\pm$ 0.0559,0.2207 $\pm$ 0.0688,1.0 $\pm$ 0.0
64,0.0456 $\pm$ 0.0,9307359.5082 $\pm$ 35430552.0229,33244236.7416 $\pm$ 61319485.6973,230214408.3465 $\pm$ 374541100.0239,10476190476.1905 $\pm$ 0.0
65,0.0373 $\pm$ 0.0,0.1074 $\pm$ 0.0391,0.1615 $\pm$ 0.0451,0.1784 $\pm$ 0.0764,1.0 $\pm$ 0.0
66,0.0043 $\pm$ 0.0,0.0156 $\pm$ 0.0059,0.0203 $\pm$ 0.007,0.0205 $\pm$ 0.0063,0.1892 $\pm$ 0.0
67,0.1541 $\pm$ 0.0,0.2025 $\pm$ 0.0566,0.2351 $\pm$ 0.0508,0.2419 $\pm$ 0.063,1.0 $\pm$ 0.0
68,0.0264 $\pm$ 0.0,0.0879 $\pm$ 0.035,0.1104 $\pm$ 0.0394,0.1095 $\pm$ 0.0343,0.7566 $\pm$ 0.0
69,0.0 $\pm$ 0.0,0.0539 $\pm$ 0.0378,0.1168 $\pm$ 0.0447,0.1382 $\pm$ 0.0872,1.0 $\pm$ 0.0
70,0.0 $\pm$ 0.0,0.008 $\pm$ 0.0044,0.0139 $\pm$ 0.0061,0.015 $\pm$ 0.0074,0.2757 $\pm$ 0.0
71,0.1146 $\pm$ 0.0,0.1952 $\pm$ 0.0583,0.2405 $\pm$ 0.057,0.2458 $\pm$ 0.0653,1.0 $\pm$ 0.0
72,0.0234 $\pm$ 0.0,0.1026 $\pm$ 0.0484,0.1703 $\pm$ 0.0511,0.1782 $\pm$ 0.0821,1.0 $\pm$ 0.0
73,0.0166 $\pm$ 0.0,0.0802 $\pm$ 0.0483,0.1364 $\pm$ 0.0514,0.1076 $\pm$ 0.0404,0.1444 $\pm$ 0.0
74,0.6819 $\pm$ 0.0,1.4688 $\pm$ 0.7136,2.4048 $\pm$ 0.7118,2.8098 $\pm$ 1.612,9.4286 $\pm$ 0.0
75,0.9765 $\pm$ 0.0,3325412615.4009 $\pm$ 5792386854.8986,10513910536.2926 $\pm$ 5274128115.0805,16650960788.6841 $\pm$ 18369242154.106,273142857142.8572 $\pm$ 0.0
76,0.9765 $\pm$ 0.0,3325412615.4009 $\pm$ 5792386854.8986,10513910536.2926 $\pm$ 5274128115.0805,16650960788.6841 $\pm$ 18369242154.106,273142857142.8572 $\pm$ 0.0
