Measurement,Base_to_1,Base_to_2,Base_to_4,Bast_to_8,Base_to_Base
1,0.1435 $\pm$ 0.0,0.3449 $\pm$ 0.0578,0.3424 $\pm$ 0.0757,0.5302 $\pm$ 0.1953,1.0 $\pm$ 0.0
2,0.2155 $\pm$ 0.0,0.3687 $\pm$ 0.0641,0.3554 $\pm$ 0.0802,0.5495 $\pm$ 0.1844,1.0 $\pm$ 0.0
3,0.2155 $\pm$ 0.0,0.3687 $\pm$ 0.0641,0.3554 $\pm$ 0.0802,0.5495 $\pm$ 0.1844,1.0 $\pm$ 0.0
4,0.2606 $\pm$ 0.0,0.3795 $\pm$ 0.0689,0.3613 $\pm$ 0.0832,0.5585 $\pm$ 0.1796,1.0 $\pm$ 0.0
5,0.2155 $\pm$ 0.0,0.3687 $\pm$ 0.0641,0.3554 $\pm$ 0.0802,0.5495 $\pm$ 0.1844,1.0 $\pm$ 0.0
6,0.0869 $\pm$ 0.0,0.3158 $\pm$ 0.0591,0.3267 $\pm$ 0.075,0.5079 $\pm$ 0.2089,1.0 $\pm$ 0.0
7,0.4178 $\pm$ 0.0,0.3919 $\pm$ 0.0767,0.3678 $\pm$ 0.0869,0.5727 $\pm$ 0.1725,1.0 $\pm$ 0.0
8,0.4474 $\pm$ 0.0,0.4005 $\pm$ 0.0817,0.3722 $\pm$ 0.09,0.5781 $\pm$ 0.1698,1.0 $\pm$ 0.0
9,0.3707 $\pm$ 0.0,0.3777 $\pm$ 0.0694,0.3603 $\pm$ 0.0821,0.5634 $\pm$ 0.1775,1.0 $\pm$ 0.0
10,0.2206 $\pm$ 0.0,0.2316 $\pm$ 0.0454,0.217 $\pm$ 0.0528,0.3427 $\pm$ 0.1219,0.6518 $\pm$ 0.0
11,0.4474 $\pm$ 0.0,0.4005 $\pm$ 0.0817,0.3722 $\pm$ 0.09,0.5781 $\pm$ 0.1698,1.0 $\pm$ 0.0
12,1.0345 $\pm$ 0.0,2.2486 $\pm$ 0.4974,2.1034 $\pm$ 0.5814,3.1512 $\pm$ 1.6812,7.2857 $\pm$ 0.0
13,14.2069 $\pm$ 0.0,11.3618 $\pm$ 2.4703,10.4814 $\pm$ 2.4466,15.7115 $\pm$ 3.8343,24.0 $\pm$ 0.0
14,0.0304 $\pm$ 0.0,0.078 $\pm$ 0.018,0.0743 $\pm$ 0.0221,0.1179 $\pm$ 0.0727,0.3036 $\pm$ 0.0
31,0.0782 $\pm$ 0.0,0.1405 $\pm$ 0.0136,0.1506 $\pm$ 0.0282,0.1983 $\pm$ 0.0404,0.2986 $\pm$ 0.0
32,0.7019 $\pm$ 0.0,0.8234 $\pm$ 0.1191,0.8166 $\pm$ 0.1724,1.154 $\pm$ 0.2565,1.7908 $\pm$ 0.0
33,0.2258 $\pm$ 0.0,0.3697 $\pm$ 0.0644,0.3558 $\pm$ 0.0803,0.5508 $\pm$ 0.1839,1.0 $\pm$ 0.0
34,2.6602 $\pm$ 0.0,4.0696 $\pm$ 0.5352,4.2885 $\pm$ 0.7858,5.4827 $\pm$ 0.958,7.1667 $\pm$ 0.0
35,1.8258 $\pm$ 0.0,7.0657 $\pm$ 1.5464,6.5663 $\pm$ 1.7772,10.242 $\pm$ 4.2887,19.7014 $\pm$ 0.0
36,0.1155 $\pm$ 0.0,0.3406 $\pm$ 0.0565,0.3399 $\pm$ 0.0746,0.5269 $\pm$ 0.1978,1.0 $\pm$ 0.0
37,-0.0088 $\pm$ 0.0,0.3309 $\pm$ 0.0564,0.335 $\pm$ 0.0729,0.5197 $\pm$ 0.2043,1.0 $\pm$ 0.0
38,0.2258 $\pm$ 0.0,0.3697 $\pm$ 0.0644,0.3558 $\pm$ 0.0803,0.5508 $\pm$ 0.1839,1.0 $\pm$ 0.0
39,-0.0088 $\pm$ 0.0,0.3309 $\pm$ 0.0564,0.335 $\pm$ 0.0729,0.5197 $\pm$ 0.2043,1.0 $\pm$ 0.0
40,0.2824 $\pm$ 0.0,0.2981 $\pm$ 0.049,0.2859 $\pm$ 0.0637,0.4213 $\pm$ 0.1047,0.6875 $\pm$ 0.0
41,0.237 $\pm$ 0.0,0.3707 $\pm$ 0.0648,0.3562 $\pm$ 0.0805,0.552 $\pm$ 0.1835,1.0 $\pm$ 0.0
42,0.237 $\pm$ 0.0,0.3707 $\pm$ 0.0648,0.3562 $\pm$ 0.0805,0.552 $\pm$ 0.1835,1.0 $\pm$ 0.0
43,0.4739 $\pm$ 0.0,0.7414 $\pm$ 0.1296,0.7123 $\pm$ 0.1609,1.104 $\pm$ 0.3669,2.0 $\pm$ 0.0
44,1.0073 $\pm$ 0.0,1.5971 $\pm$ 0.2593,1.6265 $\pm$ 0.3487,2.3884 $\pm$ 0.6587,3.9513 $\pm$ 0.0
45,0.3017 $\pm$ 0.0,0.3881 $\pm$ 0.0696,0.364 $\pm$ 0.084,0.5676 $\pm$ 0.1771,1.0 $\pm$ 0.0
46,0.1722 $\pm$ 0.0,0.3561 $\pm$ 0.0623,0.3499 $\pm$ 0.079,0.5376 $\pm$ 0.19,1.0 $\pm$ 0.0
47,-0.8471 $\pm$ 0.0,-0.4459 $\pm$ 0.2642,-0.3371 $\pm$ 0.1956,-0.688 $\pm$ 0.4225,-1.3214 $\pm$ 0.0
48,0.2692 $\pm$ 0.0,0.3803 $\pm$ 0.0651,0.3582 $\pm$ 0.08,0.5612 $\pm$ 0.1814,1.0 $\pm$ 0.0
49,0.3406 $\pm$ 0.0,0.3841 $\pm$ 0.0714,0.3635 $\pm$ 0.0844,0.5649 $\pm$ 0.1766,1.0 $\pm$ 0.0
50,0.1768 $\pm$ 0.0,0.1759 $\pm$ 0.0203,0.1715 $\pm$ 0.0311,0.2328 $\pm$ 0.0436,0.3512 $\pm$ 0.0
51,3.1139 $\pm$ 0.0,9.4046 $\pm$ 1.7613,9.4293 $\pm$ 1.98,14.1026 $\pm$ 4.7065,24.0 $\pm$ 0.0
52,0.1738 $\pm$ 0.0,0.2653 $\pm$ 0.0468,0.2539 $\pm$ 0.0574,0.394 $\pm$ 0.1282,0.7071 $\pm$ 0.0
53,0.0507 $\pm$ 0.0,0.0698 $\pm$ 0.0131,0.0668 $\pm$ 0.0159,0.1058 $\pm$ 0.0372,0.2 $\pm$ 0.0
54,0.1933 $\pm$ 0.0,0.3579 $\pm$ 0.0597,0.3495 $\pm$ 0.0764,0.5435 $\pm$ 0.1887,1.0 $\pm$ 0.0
55,0.3563 $\pm$ 0.0,0.3954 $\pm$ 0.0762,0.3696 $\pm$ 0.0872,0.5739 $\pm$ 0.1733,1.0 $\pm$ 0.0
56,4.7931 $\pm$ 0.0,5559904659.9661 $\pm$ 3881123906.0861,7712638485.1818 $\pm$ 3136488692.7134,11842660101.0703 $\pm$ 6441460674.9785,24000000000.0 $\pm$ 0.0
57,0.2106 $\pm$ 0.0,0.3608 $\pm$ 0.061,0.351 $\pm$ 0.0775,0.5454 $\pm$ 0.1873,1.0 $\pm$ 0.0
58,0.3207 $\pm$ 0.0,27248017909.2357 $\pm$ 27000999942.232,33776837334.7636 $\pm$ 22458385105.0434,65125360148.8316 $\pm$ 50992956737.5948,164048773235.279 $\pm$ 0.0
59,1.2168 $\pm$ 0.0,1.8075 $\pm$ 0.2023,1.8261 $\pm$ 0.2543,2.1138 $\pm$ 0.3299,2.3059 $\pm$ 0.0
60,0.2106 $\pm$ 0.0,0.3608 $\pm$ 0.061,0.351 $\pm$ 0.0775,0.5454 $\pm$ 0.1873,1.0 $\pm$ 0.0
