Measurement,Base_to_1,Base_to_2,Base_to_4,Bast_to_8,Base_to_Base
12,0.8276 $\pm$ 0.0,0.6346 $\pm$ 0.2808,0.2238 $\pm$ 0.2208,0.773 $\pm$ 0.5091,7.2857 $\pm$ 0.0
13,12.5172 $\pm$ 0.0,6.9263 $\pm$ 1.9918,3.33 $\pm$ 2.5823,4.8768 $\pm$ 2.3526,24.0 $\pm$ 0.0
14,0.023 $\pm$ 0.0,0.0203 $\pm$ 0.0091,0.0068 $\pm$ 0.0066,0.023 $\pm$ 0.0155,0.3036 $\pm$ 0.0
31,0.046 $\pm$ 0.0,0.0614 $\pm$ 0.0134,0.0133 $\pm$ 0.0114,0.0139 $\pm$ 0.01,0.2986 $\pm$ 0.0
32,-1.3505 $\pm$ 0.0,0.2656 $\pm$ 0.5087,0.0021 $\pm$ 0.4595,-0.2036 $\pm$ 0.7578,1.7908 $\pm$ 0.0
33,0.1195 $\pm$ 0.0,0.1672 $\pm$ 0.0462,0.0486 $\pm$ 0.0388,0.0978 $\pm$ 0.0617,1.0 $\pm$ 0.0
34,1.6552 $\pm$ 0.0,1.9161 $\pm$ 0.4149,0.4352 $\pm$ 0.372,0.4666 $\pm$ 0.3361,7.1667 $\pm$ 0.0
35,1.7586 $\pm$ 0.0,2.3335 $\pm$ 0.7352,0.3695 $\pm$ 0.41,1.796 $\pm$ 1.4114,19.7014 $\pm$ 0.0
36,0.0517 $\pm$ 0.0,0.1282 $\pm$ 0.0358,0.0212 $\pm$ 0.0178,0.0656 $\pm$ 0.0505,1.0 $\pm$ 0.0
37,-0.1379 $\pm$ 0.0,0.099 $\pm$ 0.0476,-0.0192 $\pm$ 0.024,0.0216 $\pm$ 0.0706,1.0 $\pm$ 0.0
38,0.1195 $\pm$ 0.0,0.1672 $\pm$ 0.0462,0.0486 $\pm$ 0.0388,0.0978 $\pm$ 0.0617,1.0 $\pm$ 0.0
39,-0.1379 $\pm$ 0.0,0.099 $\pm$ 0.0476,-0.0192 $\pm$ 0.024,0.0216 $\pm$ 0.0706,1.0 $\pm$ 0.0
40,0.0936 $\pm$ 0.0,0.1551 $\pm$ 0.0523,0.0537 $\pm$ 0.0569,0.0547 $\pm$ 0.0697,0.6875 $\pm$ 0.0
41,0.1207 $\pm$ 0.0,0.1709 $\pm$ 0.0472,0.0506 $\pm$ 0.0401,0.0989 $\pm$ 0.0622,1.0 $\pm$ 0.0
42,0.1207 $\pm$ 0.0,0.1709 $\pm$ 0.0472,0.0506 $\pm$ 0.0401,0.0989 $\pm$ 0.0622,1.0 $\pm$ 0.0
43,0.2414 $\pm$ 0.0,0.3417 $\pm$ 0.0944,0.1012 $\pm$ 0.0803,0.1978 $\pm$ 0.1244,2.0 $\pm$ 0.0
44,0.5387 $\pm$ 0.0,0.7876 $\pm$ 0.2106,0.1884 $\pm$ 0.153,0.352 $\pm$ 0.2519,3.9513 $\pm$ 0.0
45,0.1379 $\pm$ 0.0,0.205 $\pm$ 0.0561,0.0632 $\pm$ 0.0494,0.1108 $\pm$ 0.0684,1.0 $\pm$ 0.0
46,0.1034 $\pm$ 0.0,0.1375 $\pm$ 0.0388,0.038 $\pm$ 0.0315,0.0888 $\pm$ 0.0571,1.0 $\pm$ 0.0
47,-0.4046 $\pm$ 0.0,-0.3129 $\pm$ 0.178,-0.2569 $\pm$ 0.2242,-0.5737 $\pm$ 0.3375,-1.3214 $\pm$ 0.0
48,0.1193 $\pm$ 0.0,0.1932 $\pm$ 0.053,0.0517 $\pm$ 0.0409,0.09 $\pm$ 0.0657,1.0 $\pm$ 0.0
49,0.24 $\pm$ 0.0,0.2024 $\pm$ 0.0567,0.0818 $\pm$ 0.0626,0.1295 $\pm$ 0.0663,1.0 $\pm$ 0.0
50,0.1809 $\pm$ 0.0,0.088 $\pm$ 0.0216,0.0363 $\pm$ 0.0286,0.0335 $\pm$ 0.0169,0.3512 $\pm$ 0.0
51,1.3534 $\pm$ 0.0,3.7328 $\pm$ 1.035,0.449 $\pm$ 0.3802,1.6649 $\pm$ 1.5717,24.0 $\pm$ 0.0
52,0.1033 $\pm$ 0.0,0.1265 $\pm$ 0.033,0.0371 $\pm$ 0.0291,0.0715 $\pm$ 0.0421,0.7071 $\pm$ 0.0
53,0.0326 $\pm$ 0.0,0.0338 $\pm$ 0.0092,0.0118 $\pm$ 0.0091,0.0201 $\pm$ 0.0109,0.2 $\pm$ 0.0
54,0.0966 $\pm$ 0.0,0.1554 $\pm$ 0.043,0.0383 $\pm$ 0.0309,0.0788 $\pm$ 0.0568,1.0 $\pm$ 0.0
55,0.1197 $\pm$ 0.0,0.1951 $\pm$ 0.0644,0.0723 $\pm$ 0.0673,0.1001 $\pm$ 0.0952,1.0 $\pm$ 0.0
56,4.1724 $\pm$ 0.0,5.5595 $\pm$ 1.4239,0.796 $\pm$ 0.6649,446633826.9595 $\pm$ 1363017001.5013,24000000000.0 $\pm$ 0.0
57,0.1076 $\pm$ 0.0,0.1614 $\pm$ 0.0438,0.0438 $\pm$ 0.0348,0.0882 $\pm$ 0.0571,1.0 $\pm$ 0.0
58,0.1473 $\pm$ 0.0,0.3612 $\pm$ 0.1073,0.0581 $\pm$ 0.0471,3789813684.5151 $\pm$ 11565582778.1892,164048773235.279 $\pm$ 0.0
59,2.0229 $\pm$ 0.0,0.513 $\pm$ 0.1192,0.2505 $\pm$ 0.2357,0.0957 $\pm$ 0.1093,2.3059 $\pm$ 0.0
60,0.1076 $\pm$ 0.0,0.1614 $\pm$ 0.0438,0.0438 $\pm$ 0.0348,0.0882 $\pm$ 0.0571,1.0 $\pm$ 0.0
61,0.14 $\pm$ 0.0,0.1998 $\pm$ 0.0674,0.0822 $\pm$ 0.0742,0.1116 $\pm$ 0.1015,1.0 $\pm$ 0.0
63,0.0621 $\pm$ 0.0,0.1861 $\pm$ 0.0598,0.0495 $\pm$ 0.0514,0.0739 $\pm$ 0.0821,1.0 $\pm$ 0.0
64,0.1034 $\pm$ 0.0,0.3883 $\pm$ 0.1346,0.041 $\pm$ 0.0347,111658456.6594 $\pm$ 340754250.3992,7285714285.7143 $\pm$ 0.0
65,0.0752 $\pm$ 0.0,0.1326 $\pm$ 0.037,0.0297 $\pm$ 0.0243,0.0744 $\pm$ 0.0521,1.0 $\pm$ 0.0
66,0.0126 $\pm$ 0.0,0.0143 $\pm$ 0.0057,0.0043 $\pm$ 0.0039,0.014 $\pm$ 0.0104,0.2014 $\pm$ 0.0
67,0.3161 $\pm$ 0.0,0.2009 $\pm$ 0.0549,0.0827 $\pm$ 0.0638,0.1129 $\pm$ 0.0574,1.0 $\pm$ 0.0
68,0.0773 $\pm$ 0.0,0.0711 $\pm$ 0.032,0.0245 $\pm$ 0.0233,0.0744 $\pm$ 0.0514,0.8056 $\pm$ 0.0
69,0.0 $\pm$ 0.0,0.1097 $\pm$ 0.0332,0.0045 $\pm$ 0.006,0.0449 $\pm$ 0.0507,1.0 $\pm$ 0.0
70,0.0 $\pm$ 0.0,0.0098 $\pm$ 0.0037,0.0009 $\pm$ 0.0013,0.0107 $\pm$ 0.0128,0.3036 $\pm$ 0.0
71,0.1902 $\pm$ 0.0,0.1917 $\pm$ 0.0537,0.0713 $\pm$ 0.0563,0.1131 $\pm$ 0.0688,1.0 $\pm$ 0.0
72,0.001 $\pm$ 0.0,0.1406 $\pm$ 0.0494,0.0222 $\pm$ 0.0355,0.05 $\pm$ 0.0741,1.0 $\pm$ 0.0
73,0.0888 $\pm$ 0.0,0.0523 $\pm$ 0.0472,0.0129 $\pm$ 0.0126,0.0486 $\pm$ 0.0404,0.2351 $\pm$ 0.0
74,1.4806 $\pm$ 0.0,2.007 $\pm$ 0.4509,0.4013 $\pm$ 0.3577,0.4723 $\pm$ 0.3903,8.4286 $\pm$ 0.0
75,2.3448 $\pm$ 0.0,1458648061.7425 $\pm$ 3324173477.6611,0.6021 $\pm$ 0.5231,4636891078.98 $\pm$ 10610985324.7695,116000000000.0 $\pm$ 0.0
76,2.3448 $\pm$ 0.0,1458648061.7425 $\pm$ 3324173477.6611,0.6021 $\pm$ 0.5231,4636891078.98 $\pm$ 10610985324.7695,116000000000.0 $\pm$ 0.0
